,0,scores
1731,sepst_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.042333195414043095
1733,cystw_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,0.03730540309608589
1582,volum_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,0.03630119620720989
1106,volum_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,0.034752960881591584
1829,sepst_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,0.03454567678194702
1830,cyst_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,0.03454567366952315
213,tvures_qvis1_study_yr_0,0.03324723709275868
1581,maxdi_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,0.03269022049206257
1535,sepst_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,0.02822037927984973
1170,solid_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_2,0.027076304160725484
1174,echo_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_2,0.027076301669756407
1172,cyst_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_2,0.027076290120649896
880,echo_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,0.02602140436361471
62,sisters,0.0249723927456725
305,rantero_q_study_yr_1,0.017716794027790698
1302,volum_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_2,0.015933476431211815
1536,cyst_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,0.013181857840196466
10,ovar_mra_stat0,0.012625685823661208
666,ca125_days_study_yr_5,0.012231100798853301
669,ovar_days_study_yr_5,0.012231100798853301
1036,volum_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_2,0.011211587655554574
867,maxdi_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,0.010945262728295291
375,lvol_q_study_yr_2,0.009403434114476467
1158,cyst_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_1,0.009385185756461134
1722,volum_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,0.007926234440287188
868,volum_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,0.005571903877119686
1105,maxdi_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_3,0.004931515373021421
1259,maxdi_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_2,0.003160275063277648
1595,maxdi_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,0.002990513916045074
1260,volum_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_2,0.0021452103800344187
1301,maxdi_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_2,0.0016875570148729075
1092,volum_study_yr_1_side_L_source_TVU_VISIT_1_sbcd_2,0.0007298770333813231
1035,maxdi_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_2,0.0001838028769859519
1411,cystw_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,0.00016041243732554765
1623,maxdi_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,2.0021617861217662e-06
8,biopolink4,1.9967332784836686e-06
1049,maxdi_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_3,2.521084961043052e-08
1063,maxdi_study_yr_1_side_L_source_TVQ_VISIT_2_sbcd_1,2.4219697149458216e-08
1484,volum_study_yr_2_side_R_source_TVQ_VISIT_2_sbcd_1,1.2316220669414287e-08
1189,maxdi_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,1.1996973885687504e-08
1412,echo_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,1.1719970556702519e-08
1847,maxdi_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,1.13759184036145e-08
1148,volum_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_3,7.90847255500985e-09
1190,volum_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,5.281200096330938e-09
1414,volum_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,2.6260727553811543e-09
1408,solid_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,1.8770265341538745e-09
1409,sepst_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,1.5679023990899517e-09
1848,volum_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,1.3661095623093752e-09
1184,solid_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,8.044399433734993e-10
561,ovcyst_diaml_study_yr_4,0.0
527,detl_q_study_yr_4,-0.0
615,lantero_q_study_yr_5,-0.0
538,llong_q_study_yr_4,-0.0
537,llong_p_study_yr_4,-0.0
536,lantero_q_study_yr_4,-0.0
534,rvol_q_study_yr_4,-0.0
532,rvol_p_study_yr_4,-0.0
524,tvures_pvis2_study_yr_4,-0.0
1708,volum_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,0.0
593,tvudays_pvis1_study_yr_4,-0.0
509,ca125i_assess_days_study_yr_3,-0.0
430,ca125i_assess_days_study_yr_2,-0.0
603,tvures_pvis2_study_yr_5,-0.0
606,detl_q_study_yr_5,-0.0
611,rvol_p_study_yr_5,-0.0
539,ltran_p_study_yr_4,-0.0
592,tvu_days_study_yr_4,0.0
542,rantero_q_study_yr_4,0.0
574,ovary_diaml_study_yr_4,-0.0
1707,maxdi_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,0.0
1694,volum_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,0.0
1693,maxdi_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,0.0
1690,cyst_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,0.0
562,ovcyst_diam_study_yr_4,-0.0
573,ovary_diamr_study_yr_4,0.0
576,ovary_voll_study_yr_4,-0.0
545,rtran_p_study_yr_4,-0.0
555,ovcyst_outliner_study_yr_4,0.0
588,ca125i_assess_days_study_yr_4,-0.0
591,tvu_assess_days_q_study_yr_4,0.0
550,physid_study_yr_4,-0.0
546,rtran_q_study_yr_4,0.0
1763,maxdi_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,0.0
613,rvol_q_study_yr_5,-0.0
625,rtran_q_study_yr_5,0.0
616,llong_p_study_yr_5,-0.0
640,ovcyst_diaml_study_yr_5,0.0
1007,maxdi_study_yr_0_side_R_source_TVU_VISIT_3_sbcd_1,-0.0
629,physid_study_yr_5,-0.0
923,maxdi_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,0.0
634,ovcyst_outliner_study_yr_5,0.0
1479,sepst_study_yr_2_side_R_source_TVQ_VISIT_2_sbcd_1,0.0
1483,maxdi_study_yr_2_side_R_source_TVQ_VISIT_2_sbcd_1,0.0
641,ovcyst_diam_study_yr_5,-0.0
1428,volum_study_yr_2_side_L_source_TVU_VISIT_3_sbcd_1,0.0
672,tvudays_pvis1_study_yr_5,-0.0
671,tvu_days_study_yr_5,0.0
670,tvu_assess_days_q_study_yr_5,0.0
667,ca125i_assess_days_study_yr_5,-0.0
617,llong_q_study_yr_5,-0.0
655,ovary_voll_study_yr_5,-0.0
1008,volum_study_yr_0_side_R_source_TVU_VISIT_3_sbcd_1,0.0
652,ovary_diamr_study_yr_5,0.0
653,ovary_diaml_study_yr_5,-0.0
1344,volum_study_yr_2_side_L_source_TVQ_VISIT_2_sbcd_2,0.0
618,ltran_p_study_yr_5,-0.0
1315,maxdi_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_3,0.0
621,rantero_q_study_yr_5,0.0
1316,volum_study_yr_2_side_L_source_TVQ_VISIT_1_sbcd_3,0.0
1328,echo_study_yr_2_side_L_source_TVQ_VISIT_2_sbcd_1,0.0
1343,maxdi_study_yr_2_side_L_source_TVQ_VISIT_2_sbcd_2,-0.0
1622,echo_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,0.0
624,rtran_p_study_yr_5,-0.0
1273,maxdi_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_3,0.0
1185,sepst_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,0.0
1134,volum_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_2,0.0
1133,maxdi_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_2,0.0
1050,volum_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_3,-2.6716267806619438e-09
1064,volum_study_yr_1_side_L_source_TVQ_VISIT_2_sbcd_1,-2.9328539587215218e-09
1188,echo_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,-5.0054040941527055e-09
1274,volum_study_yr_1_side_R_source_TVU_VISIT_2_sbcd_3,-7.820943903227096e-09
1330,volum_study_yr_2_side_L_source_TVQ_VISIT_2_sbcd_1,-1.0842030509208578e-08
1147,maxdi_study_yr_1_side_L_source_TVU_VISIT_2_sbcd_3,-1.5560841737664703e-08
1186,cyst_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,-2.3138424210561248e-08
1048,echo_study_yr_1_side_L_source_TVQ_VISIT_1_sbcd_3,-2.402593964574902e-08
1413,maxdi_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,-3.6793169521517995e-08
1329,maxdi_study_yr_2_side_L_source_TVQ_VISIT_2_sbcd_1,-4.9233482897686904e-08
1624,volum_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,-5.005403955664499e-07
1410,cyst_study_yr_2_side_L_source_TVU_VISIT_2_sbcd_2,-3.0251288590836693e-06
1187,cystw_study_yr_1_side_R_source_TVQ_VISIT_1_sbcd_3,-0.0001374970853540983
601,detr_p_study_yr_5,-3.9423352435530084
522,detr_p_study_yr_4,-3.9423352435530084
549,phycons_study_yr_4,-4.982797645993663
628,phycons_study_yr_5,-4.982797645993663
563,ovcyst_volr_study_yr_4,-5.4843049327354265
642,ovcyst_volr_study_yr_5,-5.4843049327354265
564,ovcyst_voll_study_yr_4,-6.470899470899471
643,ovcyst_voll_study_yr_5,-6.470899470899471
577,ovary_vol_study_yr_4,-7.407133243606998
656,ovary_vol_study_yr_5,-7.407133243606998
544,rlong_q_study_yr_4,-8.956061838893408
623,rlong_q_study_yr_5,-8.956061838893408
622,rlong_p_study_yr_5,-11.561974789915965
543,rlong_p_study_yr_4,-11.561974789915965
627,medcomp_study_yr_5,-12.40225352112676
548,medcomp_study_yr_4,-12.40225352112676
637,ovcyst_solid_study_yr_5,-12.522184300341296
558,ovcyst_solid_study_yr_4,-12.522184300341296
595,tvudays_pvis3_study_yr_4,-12.550741163055871
516,tvudays_pvis3_study_yr_3,-12.550741163055871
674,tvudays_pvis3_study_yr_5,-12.550741163055871
639,ovcyst_diamr_study_yr_5,-15.119505494505493
560,ovcyst_diamr_study_yr_4,-15.119505494505493
541,rantero_p_study_yr_4,-15.53563867325335
620,rantero_p_study_yr_5,-15.53563867325335
1427,maxdi_study_yr_2_side_L_source_TVU_VISIT_3_sbcd_1,-16.804580152671754
826,volum_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,-16.804580152671754
812,volum_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,-16.804580152671754
572,ovary_diam_study_yr_4,-21.498046875
651,ovary_diam_study_yr_5,-21.498046875
633,ovcyst_solidr_study_yr_5,-28.965789473684207
554,ovcyst_solidr_study_yr_4,-28.965789473684207
575,ovary_volr_study_yr_4,-47.24034334763948
654,ovary_volr_study_yr_5,-47.24034334763948
626,tvu_ref_study_yr_5,-2201.4
547,tvu_ref_study_yr_4,-2201.4
1,build_cancers,
2,build_incidence_cutoff,
34,ca125_src2,
35,ca125_src3,
36,ca125_src4,
37,ca125_src5,
160,build_death_cutoff,
173,ph_ovar_bq,
174,ph_ovar_dqx,
178,ph_ovar_trial,
190,arm,
191,sex,
201,study_yr_study_yr_0,
269,build_cancers_study_yr_0,
270,build_incidence_cutoff_study_yr_0,
280,study_yr_study_yr_1,
348,build_cancers_study_yr_1,
349,build_incidence_cutoff_study_yr_1,
359,study_yr_study_yr_2,
427,build_cancers_study_yr_2,
428,build_incidence_cutoff_study_yr_2,
438,study_yr_study_yr_3,
446,tvures_pvis3_study_yr_3,
506,build_cancers_study_yr_3,
507,build_incidence_cutoff_study_yr_3,
517,study_yr_study_yr_4,
525,tvures_pvis3_study_yr_4,
551,tvu_result_study_yr_4,
566,ovcyst_morphr_study_yr_4,
567,ovcyst_morphl_study_yr_4,
568,ovcyst_morph_study_yr_4,
569,ovcyst_sumr_study_yr_4,
570,ovcyst_suml_study_yr_4,
571,ovcyst_sum_study_yr_4,
578,visl_study_yr_4,
579,visr_study_yr_4,
580,visboth_study_yr_4,
581,viseith_study_yr_4,
582,numcystl_study_yr_4,
583,numcystr_study_yr_4,
584,numcyst_study_yr_4,
585,build_cancers_study_yr_4,
586,build_incidence_cutoff_study_yr_4,
596,study_yr_study_yr_5,
604,tvures_pvis3_study_yr_5,
630,tvu_result_study_yr_5,
645,ovcyst_morphr_study_yr_5,
646,ovcyst_morphl_study_yr_5,
647,ovcyst_morph_study_yr_5,
648,ovcyst_sumr_study_yr_5,
649,ovcyst_suml_study_yr_5,
650,ovcyst_sum_study_yr_5,
657,visl_study_yr_5,
658,visr_study_yr_5,
659,visboth_study_yr_5,
660,viseith_study_yr_5,
661,numcystl_study_yr_5,
662,numcystr_study_yr_5,
663,numcyst_study_yr_5,
664,build_cancers_study_yr_5,
665,build_incidence_cutoff_study_yr_5,
675,VISIT_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
676,side_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
677,sbcd_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
678,study_yr_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
679,source_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
687,build_cancers_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
688,build_incidence_cutoff_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_1,
689,VISIT_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
690,side_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
691,sbcd_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
692,study_yr_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
693,source_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
701,build_cancers_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
702,build_incidence_cutoff_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_2,
703,VISIT_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
704,side_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
705,sbcd_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
706,study_yr_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
707,source_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
710,cyst_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
715,build_cancers_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
716,build_incidence_cutoff_study_yr_0_side_L_source_TVQ_VISIT_1_sbcd_3,
717,VISIT_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
718,side_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
719,sbcd_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
720,study_yr_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
721,source_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
722,solid_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
723,sepst_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
724,cyst_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
725,cystw_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
726,echo_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
729,build_cancers_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
730,build_incidence_cutoff_study_yr_0_side_L_source_TVQ_VISIT_2_sbcd_1,
731,VISIT_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
732,side_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
733,sbcd_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
734,study_yr_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
735,source_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
743,build_cancers_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
744,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_1,
745,VISIT_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
746,side_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
747,sbcd_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
748,study_yr_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
749,source_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
757,build_cancers_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
758,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_2,
759,VISIT_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
760,side_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
761,sbcd_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
762,study_yr_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
763,source_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
771,build_cancers_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
772,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_1_sbcd_3,
773,VISIT_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
774,side_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
775,sbcd_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
776,study_yr_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
777,source_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
785,build_cancers_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
786,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_1,
787,VISIT_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
788,side_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
789,sbcd_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
790,study_yr_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
791,source_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
799,build_cancers_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
800,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_2_sbcd_2,
801,VISIT_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
802,side_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
803,sbcd_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
804,study_yr_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
805,source_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
806,solid_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
807,sepst_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
808,cyst_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
809,cystw_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
810,echo_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
813,build_cancers_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
814,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_1,
815,VISIT_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
816,side_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
817,sbcd_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
818,study_yr_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
819,source_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
820,solid_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
821,sepst_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
822,cyst_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
823,cystw_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
824,echo_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
827,build_cancers_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
828,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_2,
829,VISIT_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
830,side_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
831,sbcd_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
832,study_yr_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
833,source_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
834,solid_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
835,sepst_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
836,cyst_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
837,cystw_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
838,echo_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
840,volum_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
841,build_cancers_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
842,build_incidence_cutoff_study_yr_0_side_L_source_TVU_VISIT_3_sbcd_3,
843,VISIT_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
844,side_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
845,sbcd_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
846,study_yr_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
847,source_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
855,build_cancers_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
856,build_incidence_cutoff_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_1,
857,VISIT_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
858,side_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
859,sbcd_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
860,study_yr_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
861,source_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
863,sepst_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
865,cystw_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
869,build_cancers_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
870,build_incidence_cutoff_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_2,
871,VISIT_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
872,side_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
873,sbcd_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
874,study_yr_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
875,source_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
876,solid_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
877,sepst_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
879,cystw_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
883,build_cancers_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
884,build_incidence_cutoff_study_yr_0_side_R_source_TVQ_VISIT_1_sbcd_3,
885,VISIT_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
886,side_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
887,sbcd_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
888,study_yr_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
889,source_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
890,solid_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
891,sepst_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
893,cystw_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
894,echo_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
897,build_cancers_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
898,build_incidence_cutoff_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_1,
899,VISIT_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
900,side_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
901,sbcd_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
902,study_yr_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
903,source_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
904,solid_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
905,sepst_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
906,cyst_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
907,cystw_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
908,echo_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
909,maxdi_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
910,volum_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
911,build_cancers_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
912,build_incidence_cutoff_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_2,
913,VISIT_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
914,side_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
915,sbcd_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
916,study_yr_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
917,source_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
918,solid_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
919,sepst_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
920,cyst_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
921,cystw_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
922,echo_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
925,build_cancers_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
926,build_incidence_cutoff_study_yr_0_side_R_source_TVQ_VISIT_2_sbcd_3,
927,VISIT_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
928,side_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
929,sbcd_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
930,study_yr_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
931,source_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
939,build_cancers_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
940,build_incidence_cutoff_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_1,
941,VISIT_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
942,side_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
943,sbcd_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
944,study_yr_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
945,source_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
953,build_cancers_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
954,build_incidence_cutoff_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_2,
955,VISIT_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,
956,side_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,
957,sbcd_study_yr_0_side_R_source_TVU_VISIT_1_sbcd_3,
